# Pathway	SRR579292_Coverage
UNMAPPED	1.0000000000
UNINTEGRATED	1.0000000000
UNINTEGRATED|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	1.0000000000
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	1.0000000000
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	1.0000000000
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	1.0000000000
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_longum	1.0000000000
UNINTEGRATED|g__Blautia.s__Ruminococcus_obeum	1.0000000000
UNINTEGRATED|g__Clostridium.s__Clostridium_clostridioforme	1.0000000000
UNINTEGRATED|g__Clostridium.s__Clostridium_leptum	1.0000000000
UNINTEGRATED|g__Clostridium.s__Clostridium_nexile	1.0000000000
UNINTEGRATED|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	1.0000000000
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	1.0000000000
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	1.0000000000
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.0000000000
UNINTEGRATED|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	1.0000000000
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	1.0000000000
UNINTEGRATED|g__Streptococcus.s__Streptococcus_infantarius	1.0000000000
UNINTEGRATED|g__Streptococcus.s__Streptococcus_lutetiensis	1.0000000000
UNINTEGRATED|unclassified	1.0000000000
PWY-7219: adenosine ribonucleotides de novo biosynthesis	0.9999055565
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.8881300419
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0.5892244849
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_lutetiensis	0.8110599776
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	0.5040989383
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0.7937859763
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	0.6969879097
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_nexile	0.6041378639
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0.6802525480
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.6242023928
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.6584357957
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0.5539540269
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_infantarius	0.5549205370
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_intestinalis	0.4127808182
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	0.9997279925
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Akkermansia.s__Akkermansia_muciniphila	0.5688200217
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Escherichia.s__Escherichia_coli	0.8900419408
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.9997279925
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Akkermansia.s__Akkermansia_muciniphila	0.4845603807
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	0.4466144801
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Escherichia.s__Escherichia_coli	0.7605673872
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Clostridium.s__Clostridium_nexile	0.4660038260
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_rectale	0.5189175917
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	0.2619434771
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bifidobacterium.s__Bifidobacterium_longum	0.5981616781
VALSYN-PWY: L-valine biosynthesis	0.9997279925
VALSYN-PWY: L-valine biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0.5688200217
VALSYN-PWY: L-valine biosynthesis|unclassified	0.4466144801
VALSYN-PWY: L-valine biosynthesis|g__Escherichia.s__Escherichia_coli	0.8900419408
VALSYN-PWY: L-valine biosynthesis|g__Clostridium.s__Clostridium_nexile	0.4660038260
VALSYN-PWY: L-valine biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0.5189175917
VALSYN-PWY: L-valine biosynthesis|g__Clostridium.s__Clostridium_leptum	0.7426974106
VALSYN-PWY: L-valine biosynthesis|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	0.2619434771
VALSYN-PWY: L-valine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0.5981616781
VALSYN-PWY: L-valine biosynthesis|g__Blautia.s__Ruminococcus_obeum	0.3867314503
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.9992743549
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	0.7703941979
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0.5382326902
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	0.2596594583
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0.4574026148
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_obeum	0.4709716769
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_clostridioforme	0.6305793257
PWY-1042: glycolysis IV (plant cytosol)	0.9850197080
PWY-1042: glycolysis IV (plant cytosol)|g__Akkermansia.s__Akkermansia_muciniphila	0.5731564980
PWY-1042: glycolysis IV (plant cytosol)|g__Escherichia.s__Escherichia_coli	0.7027352967
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	0.9870870706
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0.5695942574
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	0.0040401828
PWY-5103: L-isoleucine biosynthesis III	0.9843057778
PWY-5103: L-isoleucine biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	0.5330875155
PWY-5103: L-isoleucine biosynthesis III|g__Escherichia.s__Escherichia_coli	0.0020249405
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	0.9954438744
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Akkermansia.s__Akkermansia_muciniphila	0.5441683179
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Escherichia.s__Escherichia_coli	0.8068084450
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified	0.0233177114
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_vulgatus	0.7469748619
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	0.9942131033
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Akkermansia.s__Akkermansia_muciniphila	0.7786285803
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified	0.2522012752
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	0.6892493266
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Clostridium.s__Clostridium_nexile	0.6353091629
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Escherichia.s__Escherichia_coli	0.1155389629
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_longum	0.7616937160
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Clostridium.s__Clostridium_clostridioforme	0.6766577341
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.9942131033
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0.7786285803
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	0.2522012752
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	0.6892493266
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_nexile	0.6353091629
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Escherichia.s__Escherichia_coli	0.1155389629
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0.7616937160
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_clostridioforme	0.6766577341
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.9875429243
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0.1046191013
PWY-2942: L-lysine biosynthesis III	0.9760999195
PWY-2942: L-lysine biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	0.5007026861
PWY-2942: L-lysine biosynthesis III|unclassified	0.3305843685
PWY-2942: L-lysine biosynthesis III|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	0.6319006257
ARO-PWY: chorismate biosynthesis I	0.9859262054
ARO-PWY: chorismate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0.0928768518
ARO-PWY: chorismate biosynthesis I|g__Escherichia.s__Escherichia_coli	0.2043096893
PWY-6737: starch degradation V	0.9729627714
PWY-6737: starch degradation V|g__Akkermansia.s__Akkermansia_muciniphila	0.5309326745
PWY-6737: starch degradation V|unclassified	0.1272858120
PWY-6737: starch degradation V|g__Streptococcus.s__Streptococcus_lutetiensis	0.6728358211
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_nexile	0.4064383566
PWY-6737: starch degradation V|g__Escherichia.s__Escherichia_coli	0.0465650498
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_clostridioforme	0.6927255283
PWY-6737: starch degradation V|g__Streptococcus.s__Streptococcus_infantarius	0.5301778568
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.9862138093
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	0.0477422002
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	0.4180157547
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	0.3636202995
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.9833610259
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified	0.0387705359
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	0.3993153552
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	0.3841480622
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.9844684182
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Escherichia.s__Escherichia_coli	0.4252328417
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.7881525926
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.9843357534
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	0.0484532029
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Escherichia.s__Escherichia_coli	0.2901642201
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	0.4139620442
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0.7622990348
PANTO-PWY: phosphopantothenate biosynthesis I	0.9872827472
PANTO-PWY: phosphopantothenate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0.8470407469
PANTO-PWY: phosphopantothenate biosynthesis I|g__Escherichia.s__Escherichia_coli	0.6598237105
PANTO-PWY: phosphopantothenate biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0.7735842548
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	0.9797996585
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0.2560276141
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified	0.0094964360
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Escherichia.s__Escherichia_coli	0.1376094021
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	0.6165811155
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Clostridium.s__Clostridium_nexile	0.5698444030
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Clostridium.s__Clostridium_clostridioforme	0.6976432291
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_longum	0.6844313484
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.9807390619
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Akkermansia.s__Akkermansia_muciniphila	0.0685586499
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	0.0211759909
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Escherichia.s__Escherichia_coli	0.1573586250
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eubacterium.s__Eubacterium_rectale	0.4854321526
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.9879111367
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	0.9993879615
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Akkermansia.s__Akkermansia_muciniphila	0.1840364006
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.8013793433
PWY-5097: L-lysine biosynthesis VI	0.7888800679
PWY-5097: L-lysine biosynthesis VI|g__Akkermansia.s__Akkermansia_muciniphila	0.4487373279
PWY-5097: L-lysine biosynthesis VI|unclassified	0.3132858760
