# Pathway	SRR579275_Coverage
UNMAPPED	1.0000000000
UNINTEGRATED	1.0000000000
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	1.0000000000
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	1.0000000000
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.0000000000
PWY-7219: adenosine ribonucleotides de novo biosynthesis	0.8863700528
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.7860184444
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0.7189589070
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.7539104951
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.7134831973
PWY-7208: superpathway of pyrimidine nucleobases salvage	0.7417241016
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Blautia.s__Ruminococcus_torques	0.6330634048
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	0.7402505557
PWY-6737: starch degradation V	0.7428663779
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	0.7106995681
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.7106995681
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.6910223401
PWY-2942: L-lysine biosynthesis III	0.6745628497
GALACTUROCAT-PWY: D-galacturonate degradation I	0.6663055368
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.7729126620
PANTO-PWY: phosphopantothenate biosynthesis I	0.6585718219
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.6426029970
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.7546982644
PWY-621: sucrose degradation III (sucrose invertase)	0.6403463449
PWY-621: sucrose degradation III (sucrose invertase)|g__Blautia.s__Ruminococcus_torques	0.6063895675
PWY-621: sucrose degradation III (sucrose invertase)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.5526565919
PWY-1042: glycolysis IV (plant cytosol)	0.6155671819
PWY-5097: L-lysine biosynthesis VI	0.5930720484
PWY-3841: folate transformations II	0.5960325896
PWY-6123: inosine-5'-phosphate biosynthesis I	0.5857378276
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	0.5846170912
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	0.5843114342
VALSYN-PWY: L-valine biosynthesis	0.5843114342
VALSYN-PWY: L-valine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.5802803233
GLUTORN-PWY: L-ornithine biosynthesis	0.5655954330
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	0.5672687264
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.6921895516
PWY-5667: CDP-diacylglycerol biosynthesis I	0.5639219806
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.5639219806
PWY-6124: inosine-5'-phosphate biosynthesis II	0.5625312868
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.6134100206
PWY-5686: UMP biosynthesis	0.5596520139
PWY0-1296: purine ribonucleosides degradation	0.5596212791
PWY0-1296: purine ribonucleosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.6146793295
PWY-7242: D-fructuronate degradation	0.5424952591
PWY-5659: GDP-mannose biosynthesis	0.5437264335
PWY-5659: GDP-mannose biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.5039129182
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	0.5405975311
PWY66-422: D-galactose degradation V (Leloir pathway)	0.5195525984
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0.5017792867
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.4711492359
PWY-5103: L-isoleucine biosynthesis III	0.4564153566
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.4220170636
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.4153939692
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.3523368303
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_rectale	0.5929952365
